HX333166,7/6/2014,BATTERY,SIMPLE,STREET,N,N,411
HX334692,7/7/2014,BATTERY,AGG PRO EMP HANDS SERIOUS INJ,CTA BUS,N,N,411
HX337858,7/9/2014,BATTERY,AGG PO HANDS NO/MIN INJURY,ALLEY,Y,N,411
HX338567,7/9/2014,BATTERY,SIMPLE,GROCERY FOOD STORE,N,N,411
HX338607,7/9/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,N,411
HX343546,7/11/2014,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,N,N,411
HX350563,7/18/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,N,411
HX343274,7/12/2014,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,VACANT LOT/LAND,N,Y,411
HX344588,7/14/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,411
HX346790,7/15/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,411
HX348366,7/17/2014,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,411
HX334262,7/6/2014,BURGLARY,FORCIBLE ENTRY,OTHER,N,N,411
HX341209,7/11/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,411
HX336250,7/7/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,411
HX340143,7/11/2014,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,411
HX345607,7/14/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,411
HX344801,7/14/2014,CRIMINAL DAMAGE,TO PROPERTY,POOL ROOM,N,Y,411
HX344789,7/14/2014,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,Y,N,411
HX346243,7/14/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,411
HX377355,7/15/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),N,N,411
HX334008,7/6/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,411
HX334244,7/6/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,411
HX344828,7/14/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,Y,N,411
HX353830,7/17/2014,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,411
HX332999,7/5/2014,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Y,N,411
HX333243,7/6/2014,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,411
HX334368,7/7/2014,ROBBERY,STRONGARM - NO WEAPON,STREET,N,N,411
HX337007,7/8/2014,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,Y,N,411
HX338997,7/10/2014,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,N,N,411
HX344051,7/13/2014,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,411
HX340871,7/10/2014,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,N,N,411
HX345428,7/7/2014,THEFT,OVER $500,RESIDENCE,N,N,411
HX340754,7/8/2014,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),N,N,411
HX337964,7/9/2014,THEFT,$500 AND UNDER,STREET,N,N,411
HX339837,7/10/2014,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,411
HX347073,7/12/2014,THEFT,$500 AND UNDER,STREET,N,N,411
HX342493,7/12/2014,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,411
