HX339052,7/10/2014,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,611
HX350439,7/18/2014,ASSAULT,SIMPLE,STREET,N,N,611
HX343173,7/13/2014,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,N,Y,611
HX350795,7/18/2014,ASSAULT,SIMPLE,RESIDENCE,N,Y,611
HX340106,7/11/2014,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,Y,N,611
HX342414,7/12/2014,BATTERY,SIMPLE,SIDEWALK,Y,N,611
HX345519,7/14/2014,BATTERY,SIMPLE,APARTMENT,N,N,611
HX350247,7/18/2014,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CTA BUS STOP,N,N,611
HX339379,7/9/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,N,Y,611
HX340171,7/11/2014,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,611
HX342259,7/12/2014,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,N,Y,611
HX342961,7/13/2014,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,Y,Y,611
HX343957,7/13/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,N,Y,611
HX345942,7/15/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,611
HX348011,7/16/2014,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,611
HX343574,7/11/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,611
HX344044,7/13/2014,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,611
HX347782,7/15/2014,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,611
HX347726,7/16/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,611
HX351722,7/16/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,611
HX333189,7/6/2014,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,APARTMENT,N,N,611
HX341725,7/12/2014,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,ALLEY,N,N,611
