HX345536,7/15/2014,ARSON,BY FIRE,STREET,N,N,711
HX335253,7/7/2014,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA BUS,Y,N,711
HX337197,7/8/2014,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,Y,N,711
HX341559,7/12/2014,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,Y,N,711
HX348589,7/17/2014,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,CTA STATION,Y,N,711
HX349534,7/17/2014,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,N,N,711
HX335472,7/7/2014,BATTERY,AGGRAVATED: HANDGUN,PARK PROPERTY,N,N,711
HX337311,7/8/2014,BATTERY,SIMPLE,CTA BUS,N,N,711
HX338758,7/10/2014,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,N,N,711
HX345267,7/14/2014,BATTERY,SIMPLE,SIDEWALK,N,N,711
HX346631,7/15/2014,BATTERY,SIMPLE,DRUG STORE,Y,N,711
HX333665,7/6/2014,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,711
HX334378,7/7/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,711
HX336283,7/8/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,711
HX337908,7/9/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,711
HX345678,7/15/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,711
HX350688,7/18/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,711
HX351918,7/18/2014,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,711
HX334572,7/7/2014,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,N,N,711
HX338348,7/8/2014,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,711
HX337372,7/9/2014,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,711
HX342036,7/11/2014,CRIMINAL DAMAGE,TO VEHICLE,PARK PROPERTY,N,N,711
HX348286,7/16/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,711
HX339422,7/10/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,Y,Y,711
HX337938,7/8/2014,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,711
HX349796,7/18/2014,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,Y,N,711
HX336762,7/8/2014,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,711
HX341875,7/11/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,711
HX341888,7/12/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,711
HX337320,7/8/2014,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,Y,N,711
HX342861,7/12/2014,NARCOTICS,POSS: CRACK,SIDEWALK,Y,N,711
HX346808,7/15/2014,NARCOTICS,POSS: SYNTHETIC DRUGS,ALLEY,Y,N,711
HX347944,7/16/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,711
HX350769,7/18/2014,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENTIAL YARD (FRONT/BACK),Y,N,711
HX341585,7/11/2014,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,711
HX342787,7/12/2014,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,711
HX342797,7/12/2014,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,711
HX351477,7/18/2014,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,711
HX335683,7/7/2014,THEFT,OVER $500,CTA TRAIN,N,N,711
