HX337563,7/9/2014,ASSAULT,SIMPLE,OTHER,N,N,911
HX367065,7/14/2014,ASSAULT,SIMPLE,APARTMENT,N,N,911
HX340232,7/11/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,N,911
HX345317,7/14/2014,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,N,911
HX338920,7/10/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,911
HX341489,7/11/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,911
HX337090,7/8/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,911
HX337770,7/9/2014,BURGLARY,ATTEMPT FORCIBLE ENTRY,VACANT LOT/LAND,Y,N,911
HX351295,7/18/2014,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,911
HX345234,7/14/2014,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,WAREHOUSE,Y,N,911
HX345734,7/14/2014,CRIMINAL DAMAGE,TO PROPERTY,OTHER RAILROAD PROP / TRAIN DEPOT,N,N,911
HX351313,7/18/2014,CRIMINAL DAMAGE,TO VEHICLE,CONSTRUCTION SITE,N,N,911
HX346028,7/15/2014,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,N,911
HX350462,7/18/2014,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,Y,N,911
HX339019,7/7/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,911
HX343393,7/12/2014,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,N,N,911
HX345232,7/13/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,911
HX350137,7/18/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,911
HX344137,7/13/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,911
HX348153,7/16/2014,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,911
HX391123,7/10/2014,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,N,N,911
HX342167,7/12/2014,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,911
HX344773,7/14/2014,OTHER OFFENSE,PROBATION VIOLATION,SIDEWALK,Y,N,911
HX338582,7/9/2014,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,N,Y,911
HX339854,7/10/2014,OTHER OFFENSE,TELEPHONE THREAT,STREET,Y,Y,911
HX343569,7/13/2014,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,911
HX345152,7/14/2014,ROBBERY,STRONGARM - NO WEAPON,ALLEY,Y,N,911
HX334071,7/6/2014,THEFT,$500 AND UNDER,RESIDENCE,N,N,911
HX340991,7/11/2014,THEFT,OVER $500,OTHER,N,N,911
HX402069,7/14/2014,THEFT,$500 AND UNDER,RESIDENCE,N,N,911
HX355462,7/18/2014,THEFT,$500 AND UNDER,STREET,N,N,911
HX333229,7/6/2014,BATTERY,SIMPLE,SIDEWALK,Y,N,912
HX335143,7/7/2014,BATTERY,SIMPLE,APARTMENT,N,N,912
HX333611,7/5/2014,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,912
HX334186,7/6/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,912
HX346960,7/13/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,912
HX349705,7/18/2014,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,912
HX344900,7/14/2014,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,912
HX333222,7/5/2014,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,912
