deceptive practice,11,0,387.20000000000005
battery,16,11,291.3605174077823
public peace violation,1,1,4.060058497098381
prostitution,0,0,0
motor vehicle theft,10,2,333.0
crim sexual assault,0,0,0
weapons violation,2,1,36.42006467597279
homicide,0,0,0
other offense,15,2,735.0
narcotics,19,19,43.97043352357547
criminal trespass,4,3,32.37339082308692
gambling,0,0,0
kidnapping,1,0,108.0
intimidation,0,0,0
sex offense,0,0,0
assault,10,3,520.0
theft,38,4,1117.2
burglary,11,1,519.2
arson,0,0,0
liquor law violation,0,0,0
interference with public officer,0,0,0
stalking,0,0,0
criminal damage,15,0,528.0
robbery,6,1,518.4000000000001
offense involving children,1,0,49.5
