HX345701,7/8/2014,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,1711
HX336206,7/7/2014,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,1711
HX340092,7/10/2014,BATTERY,SIMPLE,HOTEL/MOTEL,Y,N,1711
HX337069,7/8/2014,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1711
HX341203,7/11/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1711
HX337110,7/8/2014,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1711
HX345512,7/14/2014,BURGLARY,HOME INVASION,APARTMENT,N,N,1711
HX355320,7/17/2014,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1711
HX342014,7/11/2014,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1711
HX351644,7/18/2014,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1711
HX343830,7/13/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,1711
HX356130,7/15/2014,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,N,N,1711
HX349630,7/18/2014,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,N,N,1711
HX351867,7/18/2014,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,N,N,1711
HX344432,7/14/2014,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,N,N,1711
HX347801,7/15/2014,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,N,N,1711
HX354757,7/18/2014,STALKING,CYBERSTALKING,OTHER,Y,N,1711
HX335553,7/6/2014,THEFT,$500 AND UNDER,STREET,N,N,1711
HX335332,7/7/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1711
HX338453,7/9/2014,THEFT,$500 AND UNDER,RESIDENCE,N,N,1711
HX341027,7/10/2014,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1711
HX350058,7/16/2014,THEFT,RETAIL THEFT,OTHER,N,N,1711
HX347843,7/16/2014,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1711
HX349424,7/16/2014,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,1711
HX349552,7/17/2014,THEFT,$500 AND UNDER,STREET,N,N,1711
HX352242,7/18/2014,THEFT,$500 AND UNDER,STREET,N,N,1711
HX338873,7/10/2014,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,N,N,1712
HX340613,7/11/2014,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,1712
HX350719,7/18/2014,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,N,1712
HX338789,7/10/2014,BATTERY,SIMPLE,OTHER,N,N,1712
HX343820,7/13/2014,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,N,N,1712
HX337428,7/9/2014,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1712
HX344133,7/14/2014,BATTERY,DOMESTIC BATTERY SIMPLE,LAKEFRONT/WATERFRONT/RIVERBANK,N,Y,1712
