deceptive practice,18,2,633.6
battery,35,26,637.3511318295239
public peace violation,4,4,16.240233988393523
prostitution,0,0,0
motor vehicle theft,20,1,666.0
crim sexual assault,1,0,115.0
weapons violation,9,9,60.29186868191096
homicide,0,0,0
other offense,17,5,833.0
narcotics,40,40,92.5693337338431
criminal trespass,8,6,64.74678164617384
gambling,0,0,0
kidnapping,0,0,0
intimidation,0,0,0
sex offense,2,2,15.75302696874172
assault,29,7,1508.0
theft,97,10,2851.7999999999997
burglary,18,2,849.6
arson,1,0,39.6
liquor law violation,2,2,1.3804198890134494
interference with public officer,3,3,8.932128693616438
stalking,0,0,0
criminal damage,53,7,1865.6000000000001
robbery,16,3,1382.4
offense involving children,1,0,49.5
