deceptive practice,20,1,704.0
battery,36,19,655.5611641675102
public peace violation,10,9,110.3638323514327
prostitution,8,8,16.240233988393523
motor vehicle theft,28,0,932.3999999999999
crim sexual assault,1,0,115.0
weapons violation,4,3,72.84012935194558
homicide,0,1,0
other offense,13,7,234.33920402620876
narcotics,42,42,97.19780042053524
criminal trespass,3,2,24.280043117315195
gambling,1,1,0.6766764161830635
kidnapping,0,0,0
intimidation,0,0,0
sex offense,0,0,0
assault,21,7,1092.0
theft,103,17,3028.2
burglary,31,0,1463.2
arson,1,0,39.6
liquor law violation,0,0,0
interference with public officer,1,1,2.9773762312054792
stalking,0,0,0
criminal damage,47,6,1654.4
robbery,17,3,1468.8000000000002
offense involving children,1,0,49.5
